,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
269813,22/6/2007,02:17:00,0.144,0.0,242.5,0.6,0.0
2057304,14/11/2010,09:48:00,1.524,0.0,239.52,6.2,18.0
114552,6/3/2007,06:36:00,1.3,0.052,242.72,5.2,19.0
739575,13/5/2008,07:39:00,1.948,0.24,239.8,8.2,19.0
920102,15/9/2008,16:26:00,0.486,0.0,241.32,2.2,0.0
318856,26/7/2007,03:40:00,0.222,0.114,236.09,1.0,0.0
533601,22/12/2007,06:45:00,0.582,0.11,245.44,2.4,0.0
1801957,21/5/2010,02:01:00,1.342,0.05,240.92,5.4,19.0
243972,4/6/2007,03:36:00,1.242,0.046,235.73,5.2,18.0
811610,2/7/2008,08:14:00,1.302,0.428,238.16,5.6,12.0
1025276,27/11/2008,17:20:00,0.212,0.062,241.35,0.8,0.0
1489345,15/10/2009,23:49:00,0.45,0.2,244.45,2.0,1.0
1071808,30/12/2008,00:52:00,0.292,0.074,248.72,1.2,0.0
483102,17/11/2007,05:06:00,0.334,0.104,244.12,1.4,0.0
747160,18/5/2008,14:04:00,0.318,0.222,238.96,1.6,1.0
201138,5/5/2007,09:42:00,3.556,0.156,233.27,15.2,53.0
1420831,29/8/2009,09:55:00,0.686,0.27,243.63,3.8,0.0
726181,4/5/2008,00:25:00,0.612,0.132,243.47,2.6,3.0
727889,5/5/2008,04:53:00,0.258,0.0,242.03,1.0,1.0
258567,14/6/2007,06:51:00,0.1,0.0,239.82,0.4,0.0
1264835,13/5/2009,01:59:00,0.404,0.108,243.9,1.8,1.0
198326,3/5/2007,10:50:00,0.106,0.0,230.73,0.6,0.0
198752,3/5/2007,17:56:00,0.182,0.09,237.06,0.8,2.0
708065,21/4/2008,10:29:00,1.436,0.112,242.5,5.8,19.0
350549,17/8/2007,03:53:00,0.202,0.142,240.87,1.0,0.0
941238,30/9/2008,08:42:00,1.402,0.116,240.19,5.8,18.0
645455,8/3/2008,22:59:00,2.16,0.204,240.97,9.0,2.0
1640340,28/1/2010,20:24:00,2.842,0.264,240.67,11.8,18.0
1504562,26/10/2009,13:26:00,0.228,0.0,240.94,0.8,0.0
1618548,13/1/2010,17:12:00,0.218,0.0,241.18,1.0,0.0
895985,29/8/2008,22:29:00,0.176,0.152,241.05,0.8,1.0
694570,12/4/2008,01:34:00,1.35,0.118,243.06,5.6,18.0
348480,15/8/2007,17:24:00,0.108,0.0,243.08,0.4,0.0
1393350,10/8/2009,07:54:00,0.956,0.348,239.22,4.4,11.0
572390,18/1/2008,05:14:00,0.428,0.078,241.7,2.0,0.0
1727561,30/3/2010,10:05:00,1.428,0.0,241.77,5.8,18.0
691923,10/4/2008,05:27:00,0.358,0.108,240.96,1.4,1.0
812907,3/7/2008,05:51:00,0.14,0.0,241.7,0.6,1.0
1352618,13/7/2009,01:02:00,0.204,0.12,241.72,1.0,2.0
1907965,2/8/2010,16:49:00,1.272,0.0,240.28,5.2,18.0
1442688,13/9/2009,14:12:00,1.284,0.148,238.19,5.4,18.0
2039572,2/11/2010,02:16:00,0.346,0.122,249.58,1.4,3.0
1580863,18/12/2009,13:07:00,0.41,0.06,249.02,1.6,1.0
2061179,17/11/2010,02:23:00,0.252,0.05,242.57,1.2,0.0
1708287,17/3/2010,00:51:00,0.38,0.138,242.13,1.6,1.0
14353,26/12/2006,16:37:00,3.592,0.462,240.67,15.2,18.0
731978,8/5/2008,01:02:00,1.06,0.098,238.27,4.4,0.0
2025268,23/10/2010,03:52:00,0.43,0.224,245.35,2.0,1.0
839612,21/7/2008,18:56:00,0.238,0.108,240.15,1.0,3.0
651492,13/3/2008,03:36:00,0.292,0.096,244.63,1.2,1.0
668308,24/3/2008,19:52:00,2.674,0.0,241.15,11.0,20.0
855129,1/8/2008,13:33:00,0.14,0.0,239.47,0.6,1.0
1025731,28/11/2008,00:55:00,0.236,0.0,246.31,1.0,0.0
1859309,29/6/2010,21:53:00,1.388,0.808,239.22,6.6,8.0
1315370,17/6/2009,04:14:00,0.218,0.098,241.64,1.0,0.0
1548178,25/11/2009,20:22:00,2.668,0.102,238.64,11.2,18.0
1696363,8/3/2010,18:07:00,1.684,0.0,243.32,6.8,19.0
1842382,18/6/2010,03:46:00,0.418,0.336,240.77,2.2,2.0
456318,29/10/2007,14:42:00,0.214,0.0,247.99,0.8,0.0
320954,27/7/2007,14:38:00,0.118,0.0,235.2,0.6,0.0
1186826,19/3/2009,21:50:00,0.674,0.07,243.79,2.8,0.0
1139400,14/2/2009,23:24:00,1.652,0.07,242.61,6.8,18.0
923677,18/9/2008,04:01:00,0.826,0.228,241.28,3.4,10.0
1602275,2/1/2010,09:59:00,1.452,0.134,240.53,6.0,18.0
482574,16/11/2007,20:18:00,6.242,0.162,234.13,26.8,54.0
929582,22/9/2008,06:26:00,0.308,0.0,240.17,1.2,1.0
239513,1/6/2007,01:17:00,0.298,0.07,234.47,1.2,0.0
211736,12/5/2007,18:20:00,0.576,0.304,233.97,2.8,1.0
1842186,18/6/2010,00:30:00,0.276,0.106,239.13,1.2,1.0
488303,20/11/2007,19:47:00,0.432,0.0,240.75,1.8,0.0
977160,25/10/2008,07:24:00,2.102,0.238,239.98,8.8,18.0
1059568,21/12/2008,12:52:00,1.304,0.058,240.73,5.4,18.0
500495,29/11/2007,06:59:00,0.332,0.112,246.98,1.4,0.0
1727421,30/3/2010,07:45:00,2.85,0.15,236.83,12.0,18.0
1365455,21/7/2009,22:59:00,0.256,0.142,243.83,1.2,1.0
484900,18/11/2007,11:04:00,1.8,0.058,239.9,7.4,18.0
35448,10/1/2007,08:12:00,3.194,0.208,236.98,13.4,17.0
1812891,28/5/2010,16:15:00,1.316,0.0,238.27,5.4,18.0
2022103,20/10/2010,23:07:00,0.84,0.218,244.98,3.6,3.0
1535298,16/11/2009,21:42:00,3.57,0.134,234.14,15.2,39.0
710670,23/4/2008,05:54:00,1.382,0.0,239.97,5.8,19.0
530192,19/12/2007,21:56:00,4.128,0.124,237.99,17.4,56.0
435380,15/10/2007,01:44:00,0.322,0.1,241.37,1.4,0.0
1066074,26/12/2008,01:18:00,0.214,0.0,246.43,0.8,0.0
1016714,21/11/2008,18:38:00,1.054,0.362,238.33,4.6,1.0
134929,20/3/2007,10:13:00,1.492,0.0,238.77,6.2,18.0
1863186,2/7/2010,14:30:00,0.498,0.072,236.94,2.2,1.0
944822,2/10/2008,20:26:00,1.63,0.172,238.45,7.2,13.0
905681,5/9/2008,16:05:00,0.146,0.0,240.6,0.6,1.0
59995,27/1/2007,09:19:00,1.38,0.0,237.71,5.8,18.0
1325899,24/6/2009,11:43:00,1.544,0.164,239.58,6.4,21.0
609377,12/2/2008,21:41:00,1.276,0.21,241.23,5.4,1.0
2074463,26/11/2010,07:47:00,2.478,0.188,240.36,10.2,20.0
491146,22/11/2007,19:10:00,3.73,0.33,235.75,15.8,0.0
324497,30/7/2007,01:41:00,0.102,0.0,237.54,0.4,0.0
1021804,25/11/2008,07:28:00,5.672,0.054,237.39,23.8,18.0
227412,23/5/2007,15:36:00,0.224,0.046,235.03,1.0,0.0
1047641,13/12/2008,06:05:00,0.22,0.05,245.64,0.8,0.0
1846350,20/6/2010,21:54:00,1.204,0.072,237.76,5.0,2.0
44161,16/1/2007,09:25:00,0.34,0.136,242.95,1.4,1.0
274615,25/6/2007,10:19:00,0.214,0.104,241.12,1.0,0.0
1553569,29/11/2009,14:13:00,2.03,0.23,244.49,8.2,21.0
1608344,6/1/2010,15:08:00,0.598,0.24,250.16,2.6,4.0
1141805,16/2/2009,15:29:00,1.41,0.062,243.35,5.8,18.0
1790417,13/5/2010,01:41:00,0.25,0.0,241.37,1.0,0.0
157132,4/4/2007,20:16:00,1.012,0.0,239.02,4.4,0.0
99698,23/2/2007,23:02:00,0.834,0.112,243.14,3.4,0.0
219809,18/5/2007,08:53:00,1.246,0.054,236.88,5.2,17.0
2065619,20/11/2010,04:23:00,0.298,0.086,244.84,1.2,1.0
1391308,8/8/2009,21:52:00,0.136,0.0,240.8,0.6,1.0
1267598,15/5/2009,00:02:00,1.046,0.228,243.04,4.4,14.0
1341515,5/7/2009,07:59:00,0.238,0.0,242.57,1.0,0.0
1872112,8/7/2010,19:16:00,0.492,0.224,242.45,2.2,1.0
1281046,24/5/2009,08:10:00,0.3,0.084,238.92,1.2,3.0
1897866,26/7/2010,16:30:00,0.244,0.102,242.01,1.0,2.0
1514203,2/11/2009,06:07:00,0.238,0.0,240.77,1.0,0.0
1822680,4/6/2010,11:24:00,1.894,0.346,239.7,8.0,29.0
1109974,25/1/2009,12:58:00,2.14,0.328,241.3,8.8,24.0
1663385,13/2/2010,20:29:00,1.682,0.168,242.67,6.8,19.0
1921917,12/8/2010,09:21:00,0.154,0.0,239.56,0.6,0.0
1132643,10/2/2009,06:47:00,1.086,0.262,241.75,4.6,1.0
1825973,6/6/2010,18:17:00,0.49,0.172,239.79,2.2,2.0
1234140,21/4/2009,18:24:00,0.448,0.098,243.15,2.0,1.0
26165,3/1/2007,21:29:00,0.792,0.06,241.08,3.2,0.0
137814,22/3/2007,10:18:00,1.444,0.128,239.84,6.0,17.0
1279705,23/5/2009,09:49:00,1.41,0.108,239.89,5.8,19.0
1398549,13/8/2009,22:33:00,0.668,0.252,240.49,3.0,1.0
641104,5/3/2008,22:28:00,6.56,0.21,235.4,28.0,65.0
910864,9/9/2008,06:28:00,0.304,0.104,239.67,1.4,1.0
1026841,28/11/2008,19:25:00,2.284,0.054,240.06,9.4,18.0
1417965,27/8/2009,10:09:00,0.248,0.152,241.92,1.2,0.0
2027914,24/10/2010,23:58:00,0.828,0.118,242.42,3.4,0.0
950465,6/10/2008,18:29:00,0.42,0.0,240.58,2.0,1.0
1830484,9/6/2010,21:28:00,1.142,0.0,242.11,4.8,1.0
1301940,7/6/2009,20:24:00,0.45,0.114,241.96,2.0,0.0
1017184,22/11/2008,02:28:00,0.262,0.05,242.07,1.2,0.0
1510131,30/10/2009,10:15:00,1.402,0.046,240.78,5.8,18.0
481217,15/11/2007,21:41:00,3.422,0.0,237.96,14.2,38.0
1722083,26/3/2010,14:47:00,0.25,0.0,243.12,1.0,0.0
49822,20/1/2007,07:46:00,1.526,0.052,241.83,6.4,0.0
508859,5/12/2007,02:23:00,0.504,0.13,246.26,2.2,0.0
1034094,3/12/2008,20:18:00,1.64,0.188,236.82,7.0,0.0
1980289,21/9/2010,22:13:00,1.306,0.318,243.87,5.4,3.0
1652421,6/2/2010,05:45:00,0.344,0.098,243.19,1.4,1.0
1041009,8/12/2008,15:33:00,1.518,0.206,246.15,6.2,21.0
1659676,11/2/2010,06:40:00,0.256,0.052,241.69,1.0,0.0
1183759,17/3/2009,18:43:00,0.388,0.248,240.9,1.8,0.0
244817,4/6/2007,17:41:00,0.186,0.0,234.33,0.8,0.0
1705664,15/3/2010,05:08:00,0.432,0.242,245.92,2.0,0.0
1744414,11/4/2010,02:58:00,0.336,0.11,245.04,1.4,1.0
1142461,17/2/2009,02:25:00,0.308,0.082,244.31,1.2,0.0
1581251,18/12/2009,19:35:00,1.7,0.096,244.88,7.0,1.0
473407,10/11/2007,11:31:00,1.584,0.06,239.93,6.6,20.0
859300,4/8/2008,11:04:00,0.626,0.052,236.44,3.0,9.0
1662087,12/2/2010,22:51:00,2.178,0.108,243.83,8.8,20.0
41074,14/1/2007,05:58:00,0.336,0.146,241.79,1.4,0.0
949571,6/10/2008,03:35:00,1.292,0.0,237.96,5.4,18.0
147285,29/3/2007,00:09:00,0.354,0.17,241.66,1.6,0.0
672757,27/3/2008,22:01:00,1.504,0.17,242.09,6.2,0.0
44484,16/1/2007,14:48:00,1.966,0.236,242.31,8.2,20.0
1481539,10/10/2009,13:43:00,3.754,0.28,233.99,16.0,54.0
545428,30/12/2007,11:52:00,0.292,0.0,242.91,1.2,0.0
1636676,26/1/2010,07:20:00,1.988,0.096,241.32,8.2,20.0
1308930,12/6/2009,16:54:00,0.516,0.0,243.49,2.2,1.0
2048154,8/11/2010,01:18:00,0.332,0.064,241.71,1.4,0.0
388905,12/9/2007,19:09:00,0.424,0.106,239.37,2.0,2.0
1638628,27/1/2010,15:52:00,0.816,0.26,246.32,3.4,2.0
1909524,3/8/2010,18:48:00,0.448,0.244,242.0,2.0,2.0
313237,22/7/2007,06:01:00,0.144,0.0,237.36,0.8,0.0
1582199,19/12/2009,11:23:00,3.296,0.214,243.69,13.4,19.0
373341,1/9/2007,23:45:00,2.558,0.226,241.94,10.6,18.0
892178,27/8/2008,07:02:00,0.176,0.152,240.4,0.8,1.0
279360,28/6/2007,17:24:00,0.236,0.13,242.11,1.2,1.0
400981,21/9/2007,04:25:00,0.134,0.0,239.97,0.6,0.0
1323755,22/6/2009,23:59:00,0.164,0.0,243.43,0.6,1.0
1783968,8/5/2010,14:12:00,1.416,0.094,242.69,5.8,19.0
2038481,1/11/2010,08:05:00,0.274,0.0,246.92,1.2,0.0
2005351,9/10/2010,07:55:00,1.862,0.0,237.97,7.8,19.0
2073339,25/11/2010,13:03:00,0.356,0.116,242.83,1.6,0.0
831162,15/7/2008,22:06:00,1.074,0.282,239.05,4.6,2.0
1907064,2/8/2010,01:48:00,0.152,0.0,238.6,0.6,1.0
1776654,3/5/2010,12:18:00,1.354,0.058,236.96,5.6,19.0
1949025,31/8/2010,05:09:00,0.37,0.216,240.61,1.8,2.0
1959515,7/9/2010,11:59:00,1.824,0.394,238.81,7.8,1.0
835066,18/7/2008,15:10:00,1.03,0.0,239.49,4.4,9.0
746406,18/5/2008,01:30:00,0.616,0.26,241.88,2.6,2.0
379670,6/9/2007,09:14:00,0.218,0.12,238.83,1.0,0.0
369032,29/8/2007,23:56:00,0.116,0.0,245.67,0.6,0.0
411710,28/9/2007,15:14:00,0.268,0.0,240.85,1.2,0.0
1581556,19/12/2009,00:40:00,1.352,0.0,247.95,5.4,1.0
153283,2/4/2007,04:07:00,0.218,0.0,243.97,0.8,0.0
2043642,4/11/2010,22:06:00,3.882,0.238,241.05,16.0,41.0
1925666,14/8/2010,23:50:00,1.26,0.084,236.91,5.2,18.0
1157215,27/2/2009,08:19:00,1.67,0.156,239.91,7.0,17.0
1162223,2/3/2009,19:47:00,1.402,0.062,238.96,5.8,0.0
1120872,2/2/2009,02:36:00,0.228,0.0,252.35,1.0,0.0
704144,18/4/2008,17:08:00,0.38,0.118,243.22,1.6,0.0
1403166,17/8/2009,03:30:00,0.224,0.124,242.48,1.0,3.0
867898,10/8/2008,10:22:00,0.08,0.0,238.73,0.2,1.0
1117782,30/1/2009,23:06:00,0.332,0.056,247.89,1.4,0.0
1253023,4/5/2009,21:07:00,2.56,0.046,238.42,10.6,20.0
694800,12/4/2008,05:24:00,0.338,0.088,243.05,1.4,1.0
1853684,26/6/2010,00:08:00,1.054,0.56,242.74,4.8,13.0
1465193,29/9/2009,05:17:00,0.366,0.34,241.85,2.0,2.0
1178891,14/3/2009,09:35:00,1.372,0.0,242.41,5.6,19.0
1683873,28/2/2010,01:57:00,0.5,0.088,243.49,2.0,2.0
19418,30/12/2006,05:02:00,0.338,0.184,244.81,1.6,1.0
390655,14/9/2007,00:19:00,0.352,0.078,244.65,1.6,0.0
1377911,30/7/2009,14:35:00,0.264,0.118,242.51,1.2,1.0
50419,20/1/2007,17:43:00,3.568,0.084,235.67,15.0,18.0
1738524,7/4/2010,00:48:00,0.444,0.214,241.15,2.0,1.0
79827,10/2/2007,03:51:00,0.364,0.112,245.97,1.6,0.0
523955,15/12/2007,13:59:00,1.976,0.23,244.0,8.0,18.0
1078859,3/1/2009,22:23:00,0.54,0.0,242.21,2.2,0.0
985699,31/10/2008,05:43:00,0.304,0.072,242.55,1.2,0.0
1854153,26/6/2010,07:57:00,0.394,0.206,238.52,2.0,0.0
545615,30/12/2007,14:59:00,3.058,0.22,243.62,13.0,36.0
1199117,28/3/2009,10:41:00,1.354,0.0,242.85,5.6,18.0
112006,4/3/2007,12:10:00,0.292,0.096,238.58,1.2,1.0
1501530,24/10/2009,10:54:00,1.668,0.0,238.28,7.0,18.0
265315,18/6/2007,23:19:00,0.548,0.33,242.7,2.6,1.0
581471,24/1/2008,12:35:00,0.384,0.108,242.08,1.8,0.0
2057863,14/11/2010,19:07:00,1.844,0.094,236.07,7.8,0.0
561787,10/1/2008,20:31:00,4.684,0.05,232.55,20.0,53.0
63368,29/1/2007,17:32:00,1.794,0.234,236.28,7.6,18.0
78378,9/2/2007,03:42:00,0.228,0.0,244.05,1.0,0.0
2059887,16/11/2010,04:51:00,0.24,0.0,244.42,1.0,0.0
486331,19/11/2007,10:55:00,1.284,0.046,239.73,5.2,18.0
1664647,14/2/2010,17:31:00,1.718,0.11,238.96,7.2,18.0
697118,13/4/2008,20:02:00,1.358,0.182,239.16,6.4,11.0
1032637,2/12/2008,20:01:00,0.504,0.07,243.47,2.4,0.0
533962,22/12/2007,12:46:00,1.888,0.226,238.37,8.0,18.0
1423750,31/8/2009,10:34:00,0.272,0.0,234.67,1.4,1.0
100074,24/2/2007,05:18:00,0.218,0.0,241.44,0.8,0.0
2012839,14/10/2010,12:43:00,1.606,0.092,242.42,6.6,19.0
970158,20/10/2008,10:42:00,1.394,0.07,241.84,5.6,20.0
845325,25/7/2008,18:09:00,0.458,0.16,238.87,2.0,0.0
1848520,22/6/2010,10:04:00,1.338,0.192,234.72,5.6,18.0
1540266,20/11/2009,08:30:00,2.208,0.072,239.16,9.2,20.0
857419,3/8/2008,03:43:00,0.324,0.22,237.48,1.6,1.0
508784,5/12/2007,01:08:00,0.494,0.124,243.44,2.2,1.0
254731,11/6/2007,14:55:00,0.208,0.124,239.26,1.0,0.0
1745730,12/4/2010,00:54:00,0.404,0.232,242.78,1.8,2.0
377402,4/9/2007,19:26:00,1.502,0.094,237.93,6.4,17.0
1232697,20/4/2009,18:21:00,0.784,0.114,243.44,3.4,0.0
1598392,30/12/2009,17:16:00,1.612,0.24,238.89,6.8,1.0
689533,8/4/2008,13:37:00,3.35,0.236,239.25,14.2,50.0
1010215,17/11/2008,06:19:00,0.226,0.048,245.17,1.0,0.0
185481,24/4/2007,12:45:00,0.128,0.0,236.77,0.6,0.0
1276257,21/5/2009,00:21:00,0.432,0.244,239.93,2.0,3.0
399237,19/9/2007,23:21:00,0.118,0.0,244.26,0.6,0.0
1494888,19/10/2009,20:12:00,2.806,0.0,239.1,11.6,18.0
1400502,15/8/2009,07:06:00,0.326,0.268,243.96,1.6,1.0
1432354,6/9/2009,09:58:00,1.872,0.18,238.42,7.8,19.0
142472,25/3/2007,15:56:00,0.696,0.338,245.62,3.0,1.0
1936853,22/8/2010,18:17:00,0.218,0.0,241.18,1.0,0.0
1290530,30/5/2009,22:14:00,1.234,0.144,238.99,5.2,1.0
1584886,21/12/2009,08:10:00,1.324,0.05,246.09,5.4,19.0
1370291,25/7/2009,07:35:00,0.148,0.0,243.92,0.6,1.0
808580,30/6/2008,05:44:00,0.138,0.0,240.52,0.6,0.0
57522,25/1/2007,16:06:00,1.776,0.0,247.21,7.2,18.0
317639,25/7/2007,07:23:00,0.44,0.102,233.79,2.0,0.0
1946138,29/8/2010,05:02:00,0.962,0.29,242.18,4.2,12.0
851043,29/7/2008,17:27:00,0.598,0.136,239.64,2.8,3.0
1764949,25/4/2010,09:13:00,0.416,0.222,239.79,2.0,2.0
1282116,25/5/2009,02:00:00,0.404,0.226,243.31,1.8,2.0
2021615,20/10/2010,14:59:00,0.566,0.184,246.18,2.4,1.0
1260559,10/5/2009,02:43:00,0.308,0.0,243.66,1.4,0.0
1573119,13/12/2009,04:03:00,0.362,0.146,249.45,1.6,1.0
369879,30/8/2007,14:03:00,0.112,0.0,241.0,0.4,0.0
1901099,28/7/2010,22:23:00,0.236,0.106,241.71,1.0,2.0
760680,27/5/2008,23:24:00,0.164,0.0,244.59,0.6,0.0
1407170,19/8/2009,22:14:00,0.254,0.132,243.95,1.2,0.0
306607,17/7/2007,15:31:00,0.302,0.208,233.21,1.6,1.0
1644969,1/2/2010,01:33:00,0.234,0.0,243.69,1.0,0.0
1906051,1/8/2010,08:55:00,0.434,0.11,239.26,1.8,1.0
1548192,25/11/2009,20:36:00,2.106,0.0,238.24,9.0,10.0
1029168,30/11/2008,10:12:00,0.908,0.094,242.1,3.8,0.0
1557236,2/12/2009,03:20:00,0.422,0.256,244.96,2.0,1.0
1548974,26/11/2009,09:38:00,1.33,0.0,244.49,5.4,19.0
996583,7/11/2008,19:07:00,1.234,0.164,239.36,5.2,0.0
1346136,8/7/2009,13:00:00,0.308,0.132,241.03,1.4,1.0
8985,22/12/2006,23:09:00,3.236,0.136,239.85,13.4,0.0
1407524,20/8/2009,04:08:00,0.26,0.126,240.86,1.2,0.0
705080,19/4/2008,08:44:00,0.508,0.1,245.7,2.2,1.0
1628597,20/1/2010,16:41:00,1.646,0.0,244.27,6.6,19.0
808917,30/6/2008,11:21:00,2.012,0.072,238.07,8.4,29.0
1118683,31/1/2009,14:07:00,4.892,0.0,240.44,20.2,75.0
389700,13/9/2007,08:24:00,1.322,0.072,240.17,5.4,21.0
367798,29/8/2007,03:22:00,0.134,0.0,241.39,0.6,0.0
295028,9/7/2007,14:32:00,0.244,0.078,238.75,1.0,1.0
1195704,26/3/2009,01:48:00,0.296,0.074,245.26,1.2,0.0
480906,15/11/2007,16:30:00,0.424,0.0,243.45,2.0,0.0
867875,10/8/2008,09:59:00,0.184,0.148,239.17,1.0,1.0
1691625,5/3/2010,11:09:00,0.534,0.0,242.51,2.2,0.0
1170093,8/3/2009,06:57:00,0.218,0.0,243.96,0.8,0.0
492325,23/11/2007,14:49:00,1.434,0.0,241.88,6.0,19.0
38599,12/1/2007,12:43:00,0.308,0.152,241.05,1.4,0.0
414883,30/9/2007,20:07:00,3.036,0.232,236.72,12.8,19.0
482638,16/11/2007,21:22:00,0.978,0.076,241.59,4.0,0.0
818364,7/7/2008,00:48:00,0.312,0.216,241.7,1.6,2.0
694562,12/4/2008,01:26:00,1.54,0.2,241.77,6.4,19.0
1681099,26/2/2010,03:43:00,1.338,0.066,242.15,5.4,19.0
89259,16/2/2007,17:03:00,0.348,0.128,241.73,1.6,1.0
662675,20/3/2008,21:59:00,0.838,0.19,239.63,3.6,0.0
1351907,12/7/2009,13:11:00,0.84,0.256,243.06,3.6,11.0
1913944,6/8/2010,20:28:00,0.456,0.0,241.26,1.8,1.0
1028596,30/11/2008,00:40:00,2.796,0.0,241.46,11.4,18.0
313504,22/7/2007,10:28:00,3.63,0.286,229.02,15.8,52.0
287951,4/7/2007,16:35:00,0.328,0.22,242.04,1.6,0.0
1944668,28/8/2010,04:32:00,0.892,0.216,243.01,3.8,12.0
1884037,17/7/2010,02:01:00,1.436,0.192,237.7,6.0,18.0
483696,17/11/2007,15:00:00,4.238,0.046,240.78,17.6,57.0
1789144,12/5/2010,04:28:00,0.328,0.072,245.03,1.4,1.0
1632766,23/1/2010,14:10:00,0.702,0.366,239.6,3.2,1.0
1376173,29/7/2009,09:37:00,1.388,0.184,239.42,5.8,19.0
1140004,15/2/2009,09:28:00,2.408,0.06,245.31,9.8,18.0
1670807,19/2/2010,00:11:00,0.326,0.058,241.21,1.4,1.0
1527633,11/11/2009,13:57:00,1.628,0.0,242.69,6.6,18.0
231120,26/5/2007,05:24:00,0.296,0.066,236.88,1.2,0.0
1572295,12/12/2009,14:19:00,1.674,0.226,248.21,6.8,20.0
1496161,20/10/2009,17:25:00,0.89,0.064,240.85,3.6,1.0
2005988,9/10/2010,18:32:00,1.55,0.0,238.1,6.4,19.0
1465685,29/9/2009,13:29:00,0.332,0.2,239.92,1.6,1.0
1842930,18/6/2010,12:54:00,1.462,0.0,239.4,6.0,18.0
361781,24/8/2007,23:05:00,1.398,0.23,241.98,5.8,0.0
405801,24/9/2007,12:45:00,0.268,0.216,238.75,1.4,1.0
1998613,4/10/2010,15:37:00,0.356,0.0,241.42,1.4,1.0
509351,5/12/2007,10:35:00,1.392,0.112,240.08,5.8,18.0
1990660,29/9/2010,03:04:00,1.5,0.172,241.64,6.2,21.0
832862,17/7/2008,02:26:00,0.248,0.11,240.54,1.2,1.0
565532,13/1/2008,10:56:00,1.368,0.082,239.1,5.6,17.0
756282,24/5/2008,22:06:00,2.674,0.412,236.77,11.4,20.0
1211866,6/4/2009,07:10:00,2.102,0.064,239.48,8.8,17.0
1791624,13/5/2010,21:48:00,2.52,0.0,242.65,10.4,21.0
226811,23/5/2007,05:35:00,0.302,0.068,234.04,1.2,0.0
1530246,13/11/2009,09:30:00,1.732,0.202,238.61,7.2,19.0
823649,10/7/2008,16:53:00,1.276,0.176,240.71,5.2,0.0
1938584,23/8/2010,23:08:00,0.256,0.106,245.38,1.2,1.0
991644,4/11/2008,08:48:00,0.266,0.0,243.24,1.2,0.0
1807814,25/5/2010,03:38:00,0.254,0.084,242.86,1.2,1.0
1648839,3/2/2010,18:03:00,1.42,0.058,242.47,5.8,1.0
1516646,3/11/2009,22:50:00,1.73,0.122,243.38,7.0,19.0
488532,20/11/2007,23:36:00,0.25,0.0,246.78,1.0,0.0
391406,14/9/2007,12:50:00,0.192,0.088,238.65,0.8,0.0
620147,20/2/2008,09:11:00,1.402,0.0,240.06,5.8,17.0
1392349,9/8/2009,15:13:00,0.208,0.11,242.57,1.0,1.0
116966,7/3/2007,22:50:00,3.074,0.158,242.45,12.6,19.0
949635,6/10/2008,04:39:00,1.5,0.2,240.27,6.2,18.0
1993749,1/10/2010,06:33:00,0.426,0.2,243.58,1.8,2.0
1314136,16/6/2009,07:40:00,1.534,0.226,238.46,6.4,19.0
1390108,8/8/2009,01:52:00,0.28,0.222,240.39,1.4,3.0
941138,30/9/2008,07:02:00,4.962,0.0,236.35,21.6,18.0
520183,12/12/2007,23:07:00,0.24,0.0,245.46,1.0,0.0
1206012,2/4/2009,05:36:00,1.494,0.078,240.33,6.2,19.0
1434776,8/9/2009,02:20:00,0.894,0.26,239.68,3.8,12.0
673725,28/3/2008,14:09:00,1.504,0.206,242.82,6.2,19.0
606679,11/2/2008,00:43:00,0.31,0.0,244.61,1.4,0.0
1358895,17/7/2009,09:39:00,1.288,0.074,241.83,5.2,19.0
1222150,13/4/2009,10:34:00,0.77,0.122,241.3,3.2,1.0
119726,9/3/2007,20:50:00,0.298,0.0,239.9,1.2,0.0
841918,23/7/2008,09:22:00,1.2,0.0,238.65,5.0,18.0
910071,8/9/2008,17:15:00,0.248,0.118,242.76,1.0,0.0
1055031,18/12/2008,09:15:00,2.018,0.088,241.4,8.2,17.0
744216,16/5/2008,13:00:00,0.566,0.088,240.96,2.4,1.0
268632,21/6/2007,06:36:00,1.588,0.0,241.98,6.4,18.0
1538538,19/11/2009,03:42:00,0.866,0.174,244.96,3.6,11.0
2067529,21/11/2010,12:13:00,0.464,0.284,238.99,2.2,1.0
591233,31/1/2008,07:17:00,2.15,0.126,238.96,9.0,18.0
1456938,23/9/2009,11:42:00,2.092,0.38,239.23,8.8,31.0
161435,7/4/2007,19:59:00,0.294,0.0,238.95,1.2,0.0
1021860,25/11/2008,08:24:00,1.344,0.0,240.65,5.6,18.0
534206,22/12/2007,16:50:00,1.428,0.114,242.47,5.8,18.0
116478,7/3/2007,14:42:00,1.47,0.196,243.26,6.0,18.0
388603,12/9/2007,14:07:00,0.12,0.0,238.04,0.6,0.0
1335941,1/7/2009,11:05:00,0.282,0.106,240.14,1.2,3.0
879660,18/8/2008,14:24:00,0.178,0.154,241.27,0.8,1.0
1896857,25/7/2010,23:41:00,2.886,0.146,242.43,12.0,46.0
629570,26/2/2008,22:14:00,0.208,0.0,237.31,0.8,0.0
1697213,9/3/2010,08:17:00,1.936,0.328,241.78,8.0,20.0
1289812,30/5/2009,10:16:00,1.804,0.272,238.3,7.6,24.0
1877485,12/7/2010,12:49:00,0.972,0.19,239.81,4.8,0.0
